county,state_po,fips,x2008,x2012,x2016,x2008_margin,x2012_margin,x2016_margin
Rockdale,GA,13247,D,D,D,9.56,16.56,25.82
Schley,GA,13249,R,R,R,44.48,47.94,56.1
Screven,GA,13251,R,R,R,6.16,8.41,17.59
Seminole,GA,13253,R,R,R,16.39,20.35,32.22
Spalding,GA,13255,R,R,R,18.78,19.98,24.47
Stephens,GA,13257,R,R,R,47.39,53.59,59.59
Stewart,GA,13259,D,D,D,24.8,27.84,20.26
Sumter,GA,13261,D,D,D,6.02,8.43,2.22
Talbot,GA,13263,D,D,D,28.86,30.45,24.83
Taliaferro,GA,13265,D,D,D,30.71,32.5,21.85
Tattnall,GA,13267,R,R,R,41.67,42.13,49.47
Taylor,GA,13269,R,R,R,13.54,10.63,22.54
Telfair,GA,13271,R,R,R,14.27,15.57,29.95
Terrell,GA,13273,D,D,D,13.84,16.14,9.38
Thomas,GA,13275,R,R,R,15.83,18.48,21.73
Tift,GA,13277,R,R,R,32.84,32.49,36.83
Toombs,GA,13279,R,R,R,38.13,40.43,46.8
Towns,GA,13281,R,R,R,50.55,58.01,61.69
Treutlen,GA,13283,R,R,R,24.17,21.02,35.04
Troup,GA,13285,R,R,R,18.96,17.82,23.12
Turner,GA,13287,R,R,R,18.83,14.55,24.99
Twiggs,GA,13289,D,D,R,6.97,8.64,1.58
Union,GA,13291,R,R,R,51.97,59.88,65.4
Upson,GA,13293,R,R,R,28.28,29.04,34.91
Walker,GA,13295,R,R,R,46.79,50.11,61.51
Walton,GA,13297,R,R,R,52.14,55.54,56.1
Ware,GA,13299,R,R,R,34.45,33.85,41.64
Warren,GA,13301,D,D,D,17.56,21.34,13.84
Washington,GA,13303,D,D,D,4.41,7.71,0.6
Wayne,GA,13305,R,R,R,44.91,48.31,58.7
Webster,GA,13307,R,R,R,6.57,1.6,14.07
Wheeler,GA,13309,R,R,R,27.78,27.5,36.87
White,GA,13311,R,R,R,58.48,66.55,68.4
Whitfield,GA,13313,R,R,R,39.97,45,44.36
Wilcox,GA,13315,R,R,R,37.34,31.74,41.8
Wilkes,GA,13317,R,R,R,7.72,11.51,16.14
Wilkinson,GA,13319,R,R,R,1.09,1.46,10.24
Worth,GA,13321,R,R,R,38.69,40.17,49.81
Hawaii,HI,15001,D,D,D,53.73,51.17,36.63
Honolulu,HI,15003,D,D,D,41.09,39.05,29.87
Kauai,HI,15007,D,D,D,52.05,49.35,33.73
Maui,HI,15009,D,D,D,55.17,50.25,38.57
Adair,IA,19001,R,R,R,3.36,8.11,34.85
Adams,IA,19003,D,R,R,3.26,3.66,39.41
Allamakee,IA,19005,D,D,R,14.25,4.17,24.15
Appanoose,IA,19007,R,R,R,1.88,3.36,36.16
Audubon,IA,19009,D,R,R,3.06,5.53,30.95
Benton,IA,19011,D,R,R,4.46,0.56,25.67
Black Hawk,IA,19013,D,D,D,22.42,20.24,7.39
Boone,IA,19015,D,D,R,7.63,6.64,13.69
Bremer,IA,19017,D,D,R,9.32,2.68,13.68
Buchanan,IA,19019,D,D,R,18.49,13.87,15.02
Buena Vista,IA,19021,R,R,R,1.76,10.19,24.73
Butler,IA,19023,R,R,R,4.69,10.3,36.79
Calhoun,IA,19025,R,R,R,7.7,12.49,40.12
Carroll,IA,19027,D,R,R,3.66,6.13,31.57
Cass,IA,19029,R,R,R,10.82,18.86,39.44
Cedar,IA,19031,D,D,R,9.64,4.59,17.78
Cerro Gordo,IA,19033,D,D,R,20.84,13.38,7.66
Cherokee,IA,19035,R,R,R,7.57,16.02,40.16
Chickasaw,IA,19037,D,D,R,20.75,11.07,22.94
Clarke,IA,19039,D,D,R,2.25,1.47,28.02
Clay,IA,19041,R,R,R,5.12,18.42,42.1
Clayton,IA,19043,D,D,R,17.18,7.03,22.78
Clinton,IA,19045,D,D,R,23.03,22.84,5.12
Crawford,IA,19047,D,R,R,5.15,7.83,37.87
Dallas,IA,19049,R,R,R,5.53,11.58,9.51
Davis,IA,19051,R,R,R,9.15,16.38,44.98
Decatur,IA,19053,R,R,R,0.83,4.07,29.33
Delaware,IA,19055,D,R,R,6.02,0.21,29.62
Des Moines,IA,19057,D,D,R,23.05,18.41,6.89
Dickinson,IA,19059,R,R,R,5.42,17.89,35.71
Dubuque,IA,19061,D,D,R,20.77,14.71,1.23
Emmet,IA,19063,D,R,R,3.93,8.7,37.18
Fayette,IA,19065,D,D,R,16.6,11.96,19.36
Floyd,IA,19067,D,D,R,21.89,14.63,14.84
Franklin,IA,19069,D,R,R,1.44,10.74,33.62
Fremont,IA,19071,R,R,R,3.62,9.13,40.17
Greene,IA,19073,D,R,R,0.46,0.1,23.42
Grundy,IA,19075,R,R,R,16.92,22.69,38.87
Guthrie,IA,19077,R,R,R,7.68,10.22,32.97
Hamilton,IA,19079,D,R,R,1.3,2.64,22.58
Hancock,IA,19081,R,R,R,3.56,13.43,40.71
Hardin,IA,19083,D,R,R,0.88,6.69,28.91
Harrison,IA,19085,R,R,R,4.67,12.69,37.12
Henry,IA,19087,R,R,R,5.04,5.93,30.57
Howard,IA,19089,D,D,R,25.78,20.95,20.49
Humboldt,IA,19091,R,R,R,14.35,21.85,45.53
Ida,IA,19093,R,R,R,16.41,26.34,51.58
Iowa,IA,19095,D,R,R,0.16,4.79,23.82
Jackson,IA,19097,D,D,R,24.4,16.89,19.27
Jasper,IA,19099,D,D,R,7.5,7.07,18.13
Jefferson,IA,19101,D,D,R,20.23,15.97,0.47
Johnson,IA,19103,D,D,D,41.51,35.49,37.89
Jones,IA,19105,D,D,R,10.41,7.78,19.08
Keokuk,IA,19107,R,R,R,3.62,10.25,41.08
Kossuth,IA,19109,D,R,R,3.25,12.18,36.13
Lee,IA,19111,D,D,R,16.02,15.49,16.02
Linn,IA,19113,D,D,D,21.54,17.69,9.01
Louisa,IA,19115,D,D,R,4.25,0.64,28.37
Lucas,IA,19117,R,R,R,6.73,6.18,37.62
Lyon,IA,19119,R,R,R,44.97,54.62,66.99
Madison,IA,19121,R,R,R,9.98,11.92,31.06
Mahaska,IA,19123,R,R,R,16.53,20.54,45.27
Marion,IA,19125,R,R,R,10.78,13.12,30.76
Marshall,IA,19127,D,D,R,9.35,9.36,8.31
Mills,IA,19129,R,R,R,16.58,18.97,38.67
Mitchell,IA,19131,D,D,R,12.31,3.37,24.04
Monona,IA,19133,R,R,R,2.42,9.62,40.97
Monroe,IA,19135,R,R,R,5.22,7.7,40.93
Montgomery,IA,19137,R,R,R,10.61,21.47,42.07
Muscatine,IA,19139,D,D,R,15.64,15.88,6.26
O'Brien,IA,19141,R,R,R,34.86,44.91,59.91
Osceola,IA,19143,R,R,R,31.66,41.26,61.59
Page,IA,19145,R,R,R,19.73,24.51,43.81
Palo Alto,IA,19147,D,R,R,2.79,10.66,35.79
Plymouth,IA,19149,R,R,R,25.06,34.23,51.52
Pocahontas,IA,19151,R,R,R,8.43,21.65,44.99
Polk,IA,19153,D,D,D,14.61,14.14,11.36
Pottawattamie,IA,19155,R,R,R,1.89,5.24,21.3
Poweshiek,IA,19157,D,D,R,11.75,9.35,6.53
Ringgold,IA,19159,R,R,R,6.14,7,39.56
Sac,IA,19161,R,R,R,8.89,18.37,46.68
Scott,IA,19163,D,D,D,14.54,13.74,1.5
Shelby,IA,19165,R,R,R,9.69,22.24,42.39
Sioux,IA,19167,R,R,R,62.77,67.64,68.62
Story,IA,19169,D,D,D,16.22,13.84,12.34
Tama,IA,19171,D,D,R,12.19,7.43,20.28
Taylor,IA,19173,R,R,R,8.59,14.06,44.67
Union,IA,19175,D,D,R,3.71,3.86,27.49
Van Buren,IA,19177,R,R,R,12.2,18.55,47.23
Wapello,IA,19179,D,D,R,13.54,11.88,20.6
Warren,IA,19181,D,R,R,0.62,1.92,16.13
Washington,IA,19183,R,R,R,0.72,4.06,20.4
Wayne,IA,19185,R,R,R,6.98,11.45,45.92
Webster,IA,19187,D,D,R,8.52,5.84,21.52
Winnebago,IA,19189,D,R,R,8.62,0.05,26.2
Winneshiek,IA,19191,D,D,R,22.66,14.74,0.79
Woodbury,IA,19193,R,D,R,0.53,1.02,19.48
Worth,IA,19195,D,D,R,22.43,14.53,21.68
Wright,IA,19197,R,R,R,1.5,8.17,31.6
Ada,ID,16001,R,R,R,6.18,11.31,9.24
Adams,ID,16003,R,R,R,34.01,40.58,52.27
Bannock,ID,16005,R,R,R,13,22.11,20.46
Bear Lake,ID,16007,R,R,R,63.71,77.5,66.53
Benewah,ID,16009,R,R,R,29.76,36.87,55.75
Bingham,ID,16011,R,R,R,45.5,54.64,48.02
Blaine,ID,16013,D,D,D,33.19,20.14,28.68
Boise,ID,16015,R,R,R,31.62,35.73,49.71
Bonner,ID,16017,R,R,R,16.91,26.26,35.93
Bonneville,ID,16019,R,R,R,42.96,51.77,40.18
Boundary,ID,16021,R,R,R,33.68,42.1,55.32
Butte,ID,16023,R,R,R,52.34,57.78,61.3
Camas,ID,16025,R,R,R,38.03,42.04,50.85
Canyon,ID,16027,R,R,R,35.19,37.08,41.68
Caribou,ID,16029,R,R,R,63.69,72.8,66.03
Cassia,ID,16031,R,R,R,63.47,72.13,60.08
Clark,ID,16033,R,R,R,64.27,51.52,56.18
Clearwater,ID,16035,R,R,R,34.77,40.83,56.51
Custer,ID,16037,R,R,R,46.05,51.62,55.92
Elmore,ID,16039,R,R,R,36.44,33.92,46.96
Franklin,ID,16041,R,R,R,71.87,86.96,63.94
Fremont,ID,16043,R,R,R,61.82,70.61,60.17
Gem,ID,16045,R,R,R,43.02,44.78,59.73
Gooding,ID,16047,R,R,R,42.22,47.07,54.19
Idaho,ID,16049,R,R,R,47.24,53.76,63.71
Jefferson,ID,16051,R,R,R,66.08,75.49,65.01
Jerome,ID,16053,R,R,R,45.32,46.48,49.1
Kootenai,ID,16055,R,R,R,26.27,34.32,42.5
Latah,ID,16057,D,D,D,6.81,4.28,4.56
Lemhi,ID,16059,R,R,R,45.72,50.34,55.62
Lewis,ID,16061,R,R,R,44.12,48.14,58.62
Lincoln,ID,16063,R,R,R,36.74,40.43,47.14
Madison,ID,16065,R,R,R,72.79,87.52,49.34
Minidoka,ID,16067,R,R,R,50.17,58.11,54.14
Nez Perce,ID,16069,R,R,R,18.15,20.87,34.13
Oneida,ID,16071,R,R,R,62.12,77.6,65.14
Owyhee,ID,16073,R,R,R,51.26,52.66,62.7
Payette,ID,16075,R,R,R,41.48,43.94,57.24
Power,ID,16077,R,R,R,25.58,30.59,35.06
Shoshone,ID,16079,R,R,R,7.62,8.2,37.36
Teton,ID,16081,D,R,R,0.84,11.76,0.16
Twin Falls,ID,16083,R,R,R,36.73,43.47,45.51
Valley,ID,16085,R,R,R,6.93,11.57,18.56
Washington,ID,16087,R,R,R,42.77,46.74,56.27
Adams,IL,17001,R,R,R,22.44,35.18,47.3
Alexander,IL,17003,D,D,R,12.62,13.65,8.22
Bond,IL,17005,R,R,R,1.31,14.65,37.45
Boone,IL,17007,D,R,R,4.2,5.68,14.33
Brown,IL,17009,R,R,R,21.72,30.71,55.49
Bureau,IL,17011,D,R,R,5.71,0.18,19.62
Calhoun,IL,17013,D,R,R,7.48,13.98,38.2
Carroll,IL,17015,D,D,R,4.81,1.49,26.69
Cass,IL,17017,D,R,R,1.35,13.45,31.13
Champaign,IL,17019,D,D,D,17.5,7.04,18.3
Christian,IL,17021,R,R,R,6.32,23.07,42.38
Clark,IL,17023,R,R,R,8.05,32.48,47.24
Clay,IL,17025,R,R,R,23.26,44.11,63.01
Clinton,IL,17027,R,R,R,9.82,29.96,48.61
Coles,IL,17029,D,R,R,3.2,11.09,26.04
Cook,IL,17031,D,D,D,53.39,49.36,53.68
Crawford,IL,17033,R,R,R,13,31.68,49.09
Cumberland,IL,17035,R,R,R,20.69,35.28,57.03
De Witt,IL,17039,R,R,R,13.33,26.93,41.99
DeKalb,IL,17037,D,D,D,16.77,5.53,3.15
Douglas,IL,17041,R,R,R,21.27,36.77,45.89
DuPage,IL,17043,D,D,D,10.78,1.1,14.51
Edgar,IL,17045,R,R,R,7.93,32.83,48.93
Edwards,IL,17047,R,R,R,29.76,51.15,70.03
Effingham,IL,17049,R,R,R,36,52.01,59.92
Fayette,IL,17051,R,R,R,15.83,34.53,57.93
Ford,IL,17053,R,R,R,29,42.84,47.94
Franklin,IL,17055,R,R,R,2.81,16.82,44.83
Fulton,IL,17057,D,D,R,21.33,11.04,14.93
Gallatin,IL,17059,D,R,R,13.12,17.99,47.47
Greene,IL,17061,R,R,R,7.47,25.4,52.64
Grundy,IL,17063,D,R,R,1.7,8.91,23.19
Hamilton,IL,17065,R,R,R,13.06,32.91,57.71
Hancock,IL,17067,R,R,R,10.77,17.79,47.05
Hardin,IL,17069,R,R,R,19.42,34.03,57.4
Henderson,IL,17071,D,D,R,17.67,12.25,28.43
Henry,IL,17073,D,D,R,7.74,3.08,20.75
Iroquois,IL,17075,R,R,R,29.8,44.64,55.47
Jackson,IL,17077,D,D,D,21.78,14.39,3.21
Jasper,IL,17079,R,R,R,17.56,41.21,59.4
Jefferson,IL,17081,R,R,R,10.73,22.81,42.77
Jersey,IL,17083,R,R,R,2.71,23.82,46.12
Jo Daviess,IL,17085,D,D,R,10.49,1.16,14.64
Johnson,IL,17087,R,R,R,34.59,42.15,57.6
Kane,IL,17089,D,D,D,11.79,1.1,10.5
Kankakee,IL,17091,D,R,R,4.63,3.39,13.02
Kendall,IL,17093,D,R,R,7.21,3.33,0.14
Knox,IL,17095,D,D,R,19.89,17.37,2.94
Lake,IL,17097,D,D,D,19.62,8.35,20.21
LaSalle,IL,17099,D,R,R,11.1,0.39,14.37
Lawrence,IL,17101,R,R,R,5.92,30.82,53.02
Lee,IL,17103,R,R,R,3.02,7.33,19.91
Livingston,IL,17105,R,R,R,19.21,31.47,40.51
Logan,IL,17107,R,R,R,16.9,32.08,39.25
Macon,IL,17115,D,R,R,1.05,5.17,17.73
Macoupin,IL,17117,D,R,R,9.83,7.05,34.14
Madison,IL,17119,D,R,R,9.2,1.38,15.29
Marion,IL,17121,R,R,R,1.99,19.18,43.87
Marshall,IL,17123,R,R,R,1.01,14.27,33.36
Mason,IL,17125,D,R,R,5.89,6.35,31.51
Massac,IL,17127,R,R,R,23.35,33.66,49.2
McDonough,IL,17109,D,R,R,5.58,1.45,11.51
McHenry,IL,17111,D,R,R,5.34,8.82,7.63
McLean,IL,17113,D,R,R,1.22,10.99,1.3
Menard,IL,17129,R,R,R,14.94,30.04,37.05
Mercer,IL,17131,D,D,R,11.91,7.39,20.36
Monroe,IL,17133,R,R,R,10.66,26.81,36.65
Montgomery,IL,17135,D,R,R,2.65,14.16,39.5
Morgan,IL,17137,R,R,R,0.81,15.37,29.59
Moultrie,IL,17139,R,R,R,12.83,27.08,47.33
Ogle,IL,17141,R,R,R,7.61,16.72,26.05
Peoria,IL,17143,D,D,D,13.86,4.38,3.09
Perry,IL,17145,R,R,R,3.85,17.68,44.59
Piatt,IL,17147,R,R,R,12.58,26.68,33.18
Pike,IL,17149,R,R,R,18.82,35.44,57.65
Pope,IL,17151,R,R,R,22.32,38.79,60.83
Pulaski,IL,17153,D,R,R,1.38,5.83,26.07
Putnam,IL,17155,D,D,R,15.64,1.82,19.93
Randolph,IL,17157,R,R,R,0.94,17.59,46.39
Richland,IL,17159,R,R,R,15.01,32.88,54.07
Rock Island,IL,17161,D,D,D,24.63,21.88,8.28
Saline,IL,17165,R,R,R,8.89,28.96,50.11
Sangamon,IL,17167,D,R,R,4.36,8.61,9.19
Schuyler,IL,17169,D,R,R,1.75,8.79,37.85
Scott,IL,17171,R,R,R,14.04,26.5,54.87
Shelby,IL,17173,R,R,R,19.79,33.68,53.96
St. Clair,IL,17163,D,D,D,22.43,14.36,5.72
Stark,IL,17175,R,R,R,5.37,16.27,37.44
Stephenson,IL,17177,D,R,R,6.67,1.65,16.3
Tazewell,IL,17179,R,R,R,6.05,17.85,27.98
Union,IL,17181,R,R,R,11.9,21.98,39.69
Vermilion,IL,17183,D,R,R,0.58,13.24,29.6
Wabash,IL,17185,R,R,R,13.7,36.77,53
Warren,IL,17187,D,D,R,8.08,5.47,16.5
Washington,IL,17189,R,R,R,14.26,31.63,55.51
Wayne,IL,17191,R,R,R,35.22,58.26,71.65
White,IL,17193,R,R,R,9.02,36,57.64
Whiteside,IL,17195,D,D,R,17.56,17.54,6.18
Will,IL,17197,D,D,D,13.2,5.5,6.38
Williamson,IL,17199,R,R,R,14.51,24.92,40.78
Winnebago,IL,17201,D,D,D,12.81,5.54,0.08
Woodford,IL,17203,R,R,R,26.65,39.15,40.85
Adams,IN,18001,R,R,R,25.72,39.44,52.28
Allen,IN,18003,R,R,R,4.34,16.73,19.4
Bartholomew,IN,18005,R,R,R,11.27,25.43,33.24
Benton,IN,18007,R,R,R,16.26,32.7,46.89
Blackford,IN,18009,R,R,R,0.24,16.53,43.54
Boone,IN,18011,R,R,R,25.78,37.78,29.44
Brown,IN,18013,R,R,R,2.56,16.73,31.44
Carroll,IN,18015,R,R,R,12.84,30.27,50.69
Cass,IN,18017,R,R,R,8.53,21.69,41.82
Clark,IN,18019,R,R,R,7.07,9.85,21.95
Clay,IN,18021,R,R,R,11.52,33.72,55.18
Clinton,IN,18023,R,R,R,13.01,30.66,47.86
Crawford,IN,18025,R,R,R,2.26,8.28,36.84
Daviess,IN,18027,R,R,R,35.22,50.74,62.64
Dearborn,IN,18029,R,R,R,34.94,39.66,55.15
Decatur,IN,18031,R,R,R,24.38,40.53,57.24
DeKalb,IN,18033,R,R,R,15.19,31.65,47.99
Delaware,IN,18035,D,D,R,14.98,3.12,13.54
Dubois,IN,18037,R,R,R,4.19,27.68,39.91
Elkhart,IN,18039,R,R,R,11.19,26.5,32.19
Fayette,IN,18041,R,R,R,5.58,16.86,48.13
Floyd,IN,18043,R,R,R,10.11,14.35,20.01
Fountain,IN,18045,R,R,R,14.36,34.13,55.87
Franklin,IN,18047,R,R,R,34.06,42.76,60.84
Fulton,IN,18049,R,R,R,16.04,33.18,48.36
Gibson,IN,18051,R,R,R,13.21,30.97,47.53
Grant,IN,18053,R,R,R,13.08,22,39.5
Greene,IN,18055,R,R,R,14.54,31.32,53.24
Hamilton,IN,18057,R,R,R,22.23,34.31,19.54
Hancock,IN,18059,R,R,R,29.59,41.03,44.69
Harrison,IN,18061,R,R,R,18.04,22.82,43.97
Hendricks,IN,18063,R,R,R,23.37,34.81,34.06
Henry,IN,18065,R,R,R,3.93,16.97,43.52
Howard,IN,18067,R,R,R,6.15,14.31,33.82
Huntington,IN,18069,R,R,R,27.24,39.75,50.76
Jackson,IN,18071,R,R,R,13.65,27.41,51.31
Jasper,IN,18073,R,R,R,20.39,25.46,45.25
Jay,IN,18075,R,R,R,7.85,20.02,47.68
Jefferson,IN,18077,R,R,R,5.92,10.42,31.16
Jennings,IN,18079,R,R,R,8.02,22.43,52.56
Johnson,IN,18081,R,R,R,25.47,38.39,42.31
Knox,IN,18083,R,R,R,6.51,28.95,47.08
Kosciusko,IN,18085,R,R,R,37.34,52.22,54.92
LaGrange,IN,18087,R,R,R,21.48,35.78,51.69
Lake,IN,18089,D,D,D,34.28,30.96,20.53
LaPorte,IN,18091,D,D,R,22.04,12.57,6.39
Lawrence,IN,18093,R,R,R,20.56,32.79,51.3
Madison,IN,18095,D,R,R,6.54,4.51,25.56
Marion,IN,18097,D,D,D,28.38,22.24,22.78
Marshall,IN,18099,R,R,R,13.57,28.84,41.42
Martin,IN,18101,R,R,R,28.88,40.29,58.56
Miami,IN,18103,R,R,R,19.47,30.92,53.47
Monroe,IN,18105,D,D,D,32.16,19.14,23.31
Montgomery,IN,18107,R,R,R,19.93,38.46,50.79
Morgan,IN,18109,R,R,R,27.07,41.12,56.37
Newton,IN,18111,R,R,R,11.18,19.08,46.13
Noble,IN,18113,R,R,R,15.37,33.56,49.11
Ohio,IN,18115,R,R,R,19.02,27.14,49.02
Orange,IN,18117,R,R,R,14.17,21.58,45.84
Owen,IN,18119,R,R,R,10.34,27.6,49.16
Parke,IN,18121,R,R,R,14.14,32.6,51.99
Perry,IN,18123,D,D,R,22.84,11.59,18.55
Pike,IN,18125,R,R,R,8.64,25.35,51.88
Porter,IN,18127,D,D,R,7.2,3.9,6.68
Posey,IN,18129,R,R,R,7.64,23.7,39.17
Pulaski,IN,18131,R,R,R,15.46,27.17,46.29
Putnam,IN,18133,R,R,R,11.96,32.53,49.48
Randolph,IN,18135,R,R,R,8.78,24.04,48.49
Ripley,IN,18137,R,R,R,29.59,38.63,57.26
Rush,IN,18139,R,R,R,13.66,34.33,52.22
Scott,IN,18143,R,R,R,1.96,6.2,37.71
Shelby,IN,18145,R,R,R,19.04,33.53,47.08
Spencer,IN,18147,D,R,R,0.37,15.31,37.19
St. Joseph,IN,18141,D,D,D,17.06,3.51,0.21
Starke,IN,18149,D,R,R,3.22,10.61,42.03
Steuben,IN,18151,R,R,R,9.83,26.97,43.86
Sullivan,IN,18153,R,R,R,0.67,20.64,47.03
Switzerland,IN,18155,R,R,R,8.3,12.81,44.01
Tippecanoe,IN,18157,D,R,R,11.63,3.6,5.58
Tipton,IN,18159,R,R,R,15.36,31.79,53.29
Union,IN,18161,R,R,R,25,32.39,52.57
Vanderburgh,IN,18163,D,R,R,2.46,10.59,16.5
Vermillion,IN,18165,D,R,R,13.92,6.79,35.05
Vigo,IN,18167,D,D,R,15.83,0.86,15.08
Wabash,IN,18169,R,R,R,20.06,36.28,50.51
Warren,IN,18171,R,R,R,10.28,27.71,52.39
Warrick,IN,18173,R,R,R,12.85,26.63,33.89
Washington,IN,18175,R,R,R,17.31,24.44,48.96
Wayne,IN,18177,R,R,R,3.85,14.64,30.13
Wells,IN,18179,R,R,R,31.37,44.99,56.27
White,IN,18181,R,R,R,8.28,23.56,42.8
Whitley,IN,18183,R,R,R,21.48,38.89,51.07
Allen,KS,20001,R,R,R,23.28,27.25,40.67
Anderson,KS,20003,R,R,R,32.74,40.18,52.63
Atchison,KS,20005,R,R,R,7.65,20.23,31.33
Barber,KS,20007,R,R,R,50.16,55.75,69.45
Barton,KS,20009,R,R,R,43.19,53.93,58.91
Bourbon,KS,20011,R,R,R,27.22,33.67,50.68
Brown,KS,20013,R,R,R,38.12,43.9,50.62
Butler,KS,20015,R,R,R,32.27,41.69,45.2
Chase,KS,20017,R,R,R,42.85,40.68,47.7
Chautauqua,KS,20019,R,R,R,54.91,62.82,70.16
Cherokee,KS,20021,R,R,R,23.71,29.47,48.46
Cheyenne,KS,20023,R,R,R,55.07,64.94,70.5
Clark,KS,20025,R,R,R,56.26,62.05,70.15
Clay,KS,20027,R,R,R,49.06,53.01,57.96
Cloud,KS,20029,R,R,R,42.42,48.79,54.91
Coffey,KS,20031,R,R,R,45.68,51.33,57.1
Comanche,KS,20033,R,R,R,58.62,67.24,70.7
Cowley,KS,20035,R,R,R,25.24,29.6,37.39
Crawford,KS,20037,D,R,R,1.38,5.9,23
Decatur,KS,20039,R,R,R,54.65,62.14,71.07
Dickinson,KS,20041,R,R,R,42.22,47.4,53.84
Doniphan,KS,20043,R,R,R,35.27,44.43,59.77
Douglas,KS,20045,D,D,D,30.84,24.65,32.96
Edwards,KS,20047,R,R,R,48.78,54.95,62.55
Elk,KS,20049,R,R,R,47.35,56.1,70.53
Ellis,KS,20051,R,R,R,33.72,45.6,47.91
Ellsworth,KS,20053,R,R,R,39.82,45.28,54.05
Finney,KS,20055,R,R,R,35.26,38.94,31.06
Ford,KS,20057,R,R,R,30.9,35.9,38.42
Franklin,KS,20059,R,R,R,22.54,29.94,39.15
Geary,KS,20061,R,R,R,12.37,13.26,20.68
Gove,KS,20063,R,R,R,61.71,71.73,73.79
Graham,KS,20065,R,R,R,51.65,59.7,65.19
Grant,KS,20067,R,R,R,51.11,58.76,57.05
Gray,KS,20069,R,R,R,56.96,65.32,69.46
Greeley,KS,20071,R,R,R,59.06,64.18,69.38
Greenwood,KS,20073,R,R,R,43.75,52.38,58.98
Hamilton,KS,20075,R,R,R,55.75,60.43,66.67
Harper,KS,20077,R,R,R,45.17,50.61,62.18
Harvey,KS,20079,R,R,R,17.22,22.49,24.14
Haskell,KS,20081,R,R,R,63.63,67.62,58.71
Hodgeman,KS,20083,R,R,R,59.67,65,71.88
Jackson,KS,20085,R,R,R,24.04,29.24,41.72
Jefferson,KS,20087,R,R,R,18.75,23.09,32.33
Jewell,KS,20089,R,R,R,57.95,67.2,69.81
Johnson,KS,20091,R,R,R,9.01,17.45,2.63
Kearny,KS,20093,R,R,R,57.35,59.81,68.47
Kingman,KS,20095,R,R,R,44.76,51.5,57.92
Kiowa,KS,20097,R,R,R,62.73,71.07,72.85
Labette,KS,20099,R,R,R,12.87,20.22,37.55
Lane,KS,20101,R,R,R,60.47,61.1,70.26
Leavenworth,KS,20103,R,R,R,11.56,19.6,24.52
Lincoln,KS,20105,R,R,R,54.04,59.07,65.85
Linn,KS,20107,R,R,R,35.98,44.93,62.07
Logan,KS,20109,R,R,R,66.81,68.81,72.44
Lyon,KS,20111,R,R,R,5.99,11.44,15.49
Marion,KS,20115,R,R,R,38.92,46.29,49.77
Marshall,KS,20117,R,R,R,27.26,36.16,47.83
McPherson,KS,20113,R,R,R,35.25,41.44,41.78
Meade,KS,20119,R,R,R,61.26,68.46,70.06
Miami,KS,20121,R,R,R,23.67,34.64,40.02
Mitchell,KS,20123,R,R,R,54.29,58.79,62.24
Montgomery,KS,20125,R,R,R,35.74,41.31,50.33
Morris,KS,20127,R,R,R,34.07,41.18,46.46
Morton,KS,20129,R,R,R,65.91,69.09,71.14
Nemaha,KS,20131,R,R,R,44.5,58.3,66.36
Neosho,KS,20133,R,R,R,26.56,34.29,46.4
Ness,KS,20135,R,R,R,60.2,68.63,73.31
Norton,KS,20137,R,R,R,57.18,63.66,69.79
Osage,KS,20139,R,R,R,30.3,31.26,43.61
Osborne,KS,20141,R,R,R,56.32,62.84,68.62
Ottawa,KS,20143,R,R,R,52.46,59.22,64.04
Pawnee,KS,20145,R,R,R,36.96,42.87,49.79
Phillips,KS,20147,R,R,R,59.24,68.34,72.56
Pottawatomie,KS,20149,R,R,R,44.02,47.15,50.38
Pratt,KS,20151,R,R,R,36.47,47.12,53.8
Rawlins,KS,20153,R,R,R,62.88,71.54,71.81
Reno,KS,20155,R,R,R,23.37,31.25,35.84
Republic,KS,20157,R,R,R,50.09,61.69,65.2
Rice,KS,20159,R,R,R,40.21,47.95,56.31
Riley,KS,20161,R,R,R,7.03,11.99,3.56
Rooks,KS,20163,R,R,R,61.82,68.17,72.59
Rush,KS,20165,R,R,R,40.48,50.89,64.14
Russell,KS,20167,R,R,R,53.84,61.25,66.18
Saline,KS,20169,R,R,R,26.24,31.63,34.04
Scott,KS,20171,R,R,R,68.93,70.71,73.98
Sedgwick,KS,20173,R,R,R,12.72,18.88,18.39
Seward,KS,20175,R,R,R,43.07,41.09,30.39
Shawnee,KS,20177,R,R,R,0.29,1.05,2.66
Sheridan,KS,20179,R,R,R,62.06,73.47,77.87
Sherman,KS,20181,R,R,R,47,53.34,66.69
Smith,KS,20183,R,R,R,57.76,62.58,66.8
Stafford,KS,20185,R,R,R,45.95,53.34,62.55
Stanton,KS,20187,R,R,R,53.2,60.87,59.18
Stevens,KS,20189,R,R,R,72.03,73.6,72.92
Sumner,KS,20191,R,R,R,32.74,39.4,50.48
Thomas,KS,20193,R,R,R,55.81,63.04,68.09
Trego,KS,20195,R,R,R,48.17,61.43,69.43
Wabaunsee,KS,20197,R,R,R,38.6,40.96,47.22
Wallace,KS,20199,R,R,R,73.88,81.58,84.59
Washington,KS,20201,R,R,R,53.32,62.03,65.35
Wichita,KS,20203,R,R,R,66.44,67.27,65.79
Wilson,KS,20205,R,R,R,40.77,54,61.1
Woodson,KS,20207,R,R,R,33.96,45.27,56.06
